iter	Logloss
302	0.2793711583
303	0.2792191738
304	0.2790997154
305	0.2789627069
306	0.2788450502
307	0.278641161
308	0.2785324699
309	0.2783745977
310	0.2781946685
311	0.2780943506
312	0.2779728385
313	0.2778635915
314	0.2777650825
315	0.2775487874
316	0.2774512557
317	0.2773687524
318	0.2772871092
319	0.2770942152
320	0.2769584991
321	0.276852684
322	0.276776863
323	0.2766821456
324	0.2765524885
325	0.276405558
326	0.2762234376
327	0.2761115372
328	0.2759693478
329	0.2758712718
330	0.2757644637
331	0.2756693159
332	0.2755457947
333	0.2753979511
334	0.2752541658
335	0.2751459008
336	0.2750454048
337	0.2748936195
338	0.2747748157
339	0.2746418065
340	0.2745103915
341	0.2743845084
342	0.2742438399
343	0.2740653487
344	0.2739513991
345	0.2738324918
346	0.2736501106
347	0.273546705
348	0.2734197942
349	0.2733163482
350	0.273160233
351	0.2729756704
352	0.2728581927
353	0.2726952212
354	0.2725675556
355	0.2723985006
356	0.2723091588
357	0.2721827615
358	0.2720810648
359	0.2719300149
360	0.2718365016
361	0.2717608826
362	0.2716657516
363	0.2715792637
364	0.2714667266
365	0.2713601703
366	0.2711746151
367	0.2710574788
368	0.2709666503
369	0.2708402108
370	0.2707457576
371	0.2706045531
372	0.2704663345
373	0.2703951501
374	0.2702785822
375	0.2701113705
376	0.2700007472
377	0.2699138468
378	0.2698607965
379	0.2697276633
380	0.2696201584
381	0.2694888347
382	0.2693825501
383	0.2692850072
384	0.2692018507
385	0.2691163459
386	0.2689922861
387	0.2688621477
388	0.2687234505
389	0.2685751307
390	0.2684924814
391	0.2683979142
392	0.2682935872
393	0.268228746
394	0.2681159107
395	0.2680336521
396	0.2679322691
397	0.2677898052
398	0.2676198532
399	0.2674998974
400	0.267421576
401	0.2672753818
402	0.2671784245
403	0.2671440548
404	0.2669945202
405	0.2669158607
406	0.2668121478
407	0.266709954
408	0.2665831154
409	0.266451527
410	0.2663726067
411	0.2663052877
412	0.26616982
413	0.2661071708
414	0.2660266325
415	0.2659172677
416	0.2658476679
417	0.2657672701
418	0.2655957292
419	0.2654777215
420	0.2653545738
421	0.2652886269
422	0.265206197
423	0.2651241547
424	0.2650261914
425	0.264895463
426	0.2647929448
427	0.2646711055
428	0.2646189853
429	0.2644970296
430	0.2643185871
431	0.2641719564
432	0.2640571408
433	0.2639443247
434	0.2638409011
435	0.2637531782
436	0.2636499505
437	0.2635764718
438	0.2634717625
439	0.2634002267
440	0.2633000527
441	0.2631893015
442	0.2630890278
443	0.2629990498
444	0.262917823
445	0.2628142336
446	0.2627432545
447	0.2626334813
448	0.2625220013
449	0.2624064526
450	0.2623126859
451	0.2621940933
452	0.2620765565
453	0.2619678104
454	0.2618680603
455	0.2618006114
456	0.2617612814
457	0.2616783585
458	0.2616029389
459	0.2615178293
460	0.2613835801
461	0.2612830656
462	0.2611467641
463	0.2610649834
464	0.2609712155
465	0.2608908172
466	0.2608326007
467	0.2607420569
468	0.2606566694
469	0.2605570918
470	0.2604785468
471	0.2604202704
472	0.2603064361
473	0.2602167351
474	0.2601440104
475	0.2600378952
476	0.2599594732
477	0.2598478312
478	0.2597428846
479	0.2596804033
480	0.2595902115
481	0.2594697177
482	0.2593787524
483	0.2592824341
484	0.2592038052
485	0.2591545433
486	0.2590769083
487	0.2589663857
488	0.258847169
489	0.2586954276
490	0.2585965487
491	0.2584905583
492	0.2583993309
493	0.2583289296
494	0.2582436906
495	0.258105797
496	0.2580275735
497	0.2579296818
498	0.2578332624
499	0.2577072338
500	0.2576540103
501	0.2575393562
502	0.257467801
503	0.2573543599
504	0.2572718133
505	0.2571469219
506	0.257055206
507	0.2569732493
508	0.2569114082
509	0.2568177535
510	0.2567528137
511	0.2566559745
512	0.2565396905
513	0.2564509581
514	0.2562915773
515	0.2562347944
516	0.256192185
517	0.2560915029
518	0.2560328215
519	0.2559796995
520	0.2558929387
521	0.2558037063
522	0.2557388702
523	0.2556387583
524	0.2555464692
525	0.2554724278
526	0.2553891813
527	0.2552817387
528	0.2552051392
529	0.2551173711
530	0.2549972482
531	0.2548977058
532	0.2548134739
533	0.2547496272
534	0.2546670079
535	0.2545616887
536	0.2544820415
537	0.25440467
538	0.2543152292
539	0.2542600297
540	0.2541742605
541	0.2540794416
542	0.2540065597
543	0.2539513624
544	0.2538804228
545	0.2537889483
546	0.2537188633
547	0.2536255472
548	0.2535491562
549	0.253461609
550	0.2533932985
551	0.2532856236
552	0.2532096156
553	0.2531313557
554	0.2530830955
555	0.2529920599
556	0.252931906
557	0.2528490702
558	0.2527668639
559	0.2526692561
560	0.2525637289
561	0.2524240176
562	0.2523435002
563	0.2522685511
564	0.252160371
565	0.2520898113
566	0.2519812156
567	0.2518982663
568	0.2518457462
569	0.2517397323
570	0.2516401594
571	0.2515596269
572	0.251470663
573	0.2514051485
574	0.2512842717
575	0.2511998011
576	0.2511328955
577	0.2510350526
578	0.250905795
579	0.2508370644
580	0.2507428598
581	0.2506505446
582	0.2506071711
583	0.2505425449
584	0.250437685
585	0.2503626902
586	0.250298174
587	0.2501998471
588	0.2500914215
589	0.2500317051
590	0.2499529459
591	0.2498626752
592	0.2497882128
593	0.249691783
594	0.2496003922
595	0.2494917829
596	0.249432941
597	0.2493165394
598	0.2492229791
599	0.2491635243
600	0.2490780782
601	0.2490011001
602	0.2489264689
603	0.248852304
604	0.2487640985
605	0.2487021114
606	0.2485961482
607	0.248471699
608	0.2484019416
609	0.2483553227
610	0.2482679586
611	0.2481950317
612	0.2481038828
613	0.2480416952
614	0.2479604565
615	0.2478867381
616	0.2478384875
617	0.2477591711
618	0.2476961665
619	0.2475670699
620	0.2475429255
621	0.2474796377
622	0.2474169414
623	0.2473379381
624	0.2472558045
625	0.2471826421
626	0.2471323948
627	0.2470534488
628	0.246937482
629	0.2468544549
630	0.2467711696
631	0.2467022599
632	0.2466197246
633	0.2465676769
634	0.2465071404
635	0.2464459837
636	0.2463725952
637	0.2463111216
638	0.2462257816
639	0.2461252033
640	0.2460431724
641	0.2459598548
642	0.2458780024
643	0.2458060678
644	0.2456780883
645	0.2455653801
646	0.2454877682
647	0.2454172498
648	0.2453420701
649	0.2452558777
650	0.2451770104
651	0.2450850858
652	0.2449951134
653	0.2449205931
654	0.2448390132
655	0.2447672386
656	0.2446762839
657	0.244593138
658	0.2445463212
659	0.244483073
660	0.2444185374
661	0.2443397748
662	0.2442626579
663	0.2441915995
664	0.2441171406
665	0.2440166045
666	0.2439580602
667	0.243886547
668	0.2438116157
669	0.2437229346
670	0.2436753861
671	0.2436038201
672	0.2435236027
673	0.2434306198
674	0.2433612176
675	0.243297952
676	0.2432109995
677	0.243163278
678	0.2430757747
679	0.242985183
680	0.2429000406
681	0.242842199
682	0.2427573725
683	0.2426820678
684	0.2426311018
685	0.2425484285
686	0.2424789573
687	0.2423954254
688	0.2422788206
689	0.2422253834
690	0.2421766918
691	0.2420812268
692	0.2419995142
693	0.241913058
694	0.2418226129
695	0.2417662939
696	0.2416852209
697	0.2415704913
698	0.2414436041
699	0.2413522606
700	0.241268995
701	0.2412026334
702	0.2411497856
703	0.2411010824
704	0.2410154865
705	0.2409532818
706	0.2408264571
707	0.2407723237
708	0.240722583
709	0.2406570062
710	0.2405821908
711	0.240511373
712	0.2404726948
713	0.2404115825
714	0.2403548259
715	0.2403004047
716	0.2402391762
717	0.2401540248
718	0.2400612187
719	0.2399548822
720	0.2399044449
721	0.2398116693
722	0.239742979
723	0.2396648985
724	0.2396066629
725	0.2395143191
726	0.2394245374
727	0.2393520819
728	0.2392984246
729	0.2392306652
730	0.2391210953
731	0.2390140053
732	0.2389520462
733	0.2388783974
734	0.2388243488
735	0.2387394241
736	0.2386318559
737	0.2385326273
738	0.2384586212
739	0.2383777167
740	0.2382786224
741	0.2381889996
742	0.2381279557
743	0.2380703354
744	0.2380096898
745	0.2379266116
746	0.2378221988
747	0.2377388911
748	0.2376120669
749	0.2375402468
750	0.2374750887
751	0.237373682
752	0.2373043508
753	0.2372011361
754	0.2371676982
755	0.237060614
756	0.2369858723
757	0.2369075165
758	0.2368139473
759	0.2367170964
760	0.2366811558
761	0.2365844409
762	0.2365059876
763	0.2364289429
764	0.2363562962
765	0.2362796418
766	0.2361985734
767	0.2360981781
768	0.2359820329
769	0.2358912632
770	0.2358288325
771	0.2357584248
772	0.2356980587
773	0.2355847443
774	0.2355272658
775	0.2354218365
776	0.2353305514
777	0.2352610409
778	0.2351828823
779	0.2350818423
780	0.2350026825
781	0.2349004015
782	0.2348520966
783	0.2347800529
784	0.2347124785
785	0.2346509092
786	0.2346039939
787	0.2345256198
788	0.2344659111
789	0.2343846731
790	0.2343170013
791	0.2342379345
792	0.2341440056
793	0.2340739544
794	0.2339755338
795	0.2339013375
796	0.2338486778
797	0.2338061428
798	0.2337228506
799	0.2336635418
800	0.2335923479
801	0.233537422
802	0.2334792206
803	0.2334046723
804	0.2333309852
805	0.2332463572
806	0.2332002673
807	0.2331418026
808	0.2330355982
809	0.2329572089
810	0.2328738031
811	0.2327671555
812	0.2326954332
813	0.2326069958
814	0.232525077
815	0.2324584682
816	0.2323874136
817	0.2323062091
818	0.2322093165
819	0.232139539
820	0.232071634
821	0.231986225
822	0.231937365
823	0.2318625359
824	0.2317912451
825	0.2317179264
826	0.2316383772
827	0.2315404018
828	0.2314500433
829	0.2313731766
830	0.2312896181
831	0.2312121401
832	0.2311193106
833	0.2310477334
834	0.2309832606
835	0.2308599384
836	0.2307873188
837	0.2306912066
838	0.2306187827
839	0.2305443509
840	0.2304640121
841	0.2304038239
842	0.2303249156
843	0.2302404277
844	0.230153661
845	0.230084262
846	0.2300397428
847	0.2299632777
848	0.2298679002
849	0.2297778476
850	0.2297091229
851	0.2296034819
852	0.2295248684
853	0.2294088463
854	0.229328405
855	0.2292475051
856	0.2291908427
857	0.2290961721
858	0.2290217424
859	0.2289562802
860	0.2288848256
861	0.2287780442
862	0.2286704646
863	0.228589957
864	0.2284856032
865	0.2284165355
866	0.2283246516
867	0.2282509554
868	0.2281546659
869	0.2280775041
870	0.228011316
871	0.2279161771
872	0.2278266579
873	0.2277621836
874	0.2276716839
875	0.2275885171
876	0.2275191539
877	0.2274188663
878	0.2273305515
879	0.2272282252
880	0.2271597732
881	0.2270876092
882	0.2270066354
883	0.2269346873
884	0.2268520722
885	0.2267486241
886	0.2266873761
887	0.2266262671
888	0.2265394623
889	0.2264676728
890	0.2263939478
891	0.2263156779
892	0.2262335169
893	0.2261438382
894	0.2260864207
895	0.2260450133
896	0.2259904376
897	0.2258957524
898	0.2257957733
899	0.2256961835
900	0.225598271
901	0.2255115946
902	0.2254121738
903	0.2253515596
904	0.2252427334
905	0.2251533773
906	0.2250821261
907	0.2250033971
908	0.2249220097
909	0.224879943
910	0.224818355
911	0.2247205969
912	0.224642768
913	0.2245576322
914	0.2244351277
915	0.2243225909
916	0.224295565
917	0.224234692
918	0.2241287958
919	0.2240788183
920	0.2239867589
921	0.2239327685
922	0.2238462657
923	0.2238056969
924	0.2237514257
925	0.2236822155
926	0.2236227745
927	0.2235580759
928	0.2234831137
929	0.2234208003
930	0.223337491
931	0.2232645483
932	0.2231915092
933	0.223108749
934	0.2230414129
935	0.222985933
936	0.2228913474
937	0.2227897888
938	0.2227008376
939	0.2226626278
940	0.2225956292
941	0.2225243807
942	0.2224727126
943	0.2224014328
944	0.2223354802
945	0.2222676866
946	0.2221778578
947	0.2220837309
948	0.222024421
949	0.2219462052
950	0.2218508657
951	0.2217585733
952	0.2216917873
953	0.2215805756
954	0.2215218516
955	0.2214545025
956	0.2213810345
957	0.2212960989
958	0.2211631925
959	0.2210621592
960	0.2209922086
961	0.2209028008
962	0.2208116398
963	0.2207378667
964	0.2206555888
965	0.2205458315
966	0.2205081948
967	0.2204479289
968	0.220359811
969	0.2202848809
970	0.2202099003
971	0.220150814
972	0.2200819167
973	0.2199722457
974	0.2199005366
975	0.2198192949
976	0.2197509226
977	0.2196530781
978	0.2195963863
979	0.2194945082
980	0.2194143588
981	0.2193095532
982	0.2192670576
983	0.2191715711
984	0.2190841552
985	0.2190009545
986	0.2189318759
987	0.2188146826
988	0.2187564693
989	0.2186851608
990	0.2186435778
991	0.2185757384
992	0.2185241326
993	0.2184599099
994	0.2183838253
995	0.2183324471
996	0.2182695224
997	0.2181886004
998	0.2181348859
999	0.2180845157
